type,date_creation,ent_company_name,ent_siret,ent_statut,ent_naf,ent_telephone,ent_city,ent_postcode,ent_street_address,ent_mail,ent_iban,ent_bic_code,ent_bank_name,ent_bank_adress,ent_bank_postcode,ent_bank_city,ent_bank_country_code
entreprise,2022-12-11,AGA Mahe SA,20154034100256,SA,4120A,06.52.39.04.69,Gilbert,61381,62 chemin de Marty,agamahesa@fakemail.com,FR7630004000001852277952084,BNPAFRPP,BNP Paribas,68 rue de Lenoir,34373,Perez,FR
entreprise,2022-12-11,AGA Perrier Parent SARL,66590522000893,SARL,4399C,06.34.24.20.26,Masseboeuf,49656,5 boulevard Pierre Bonnin,agaperrierparentsarl@fakemail.com,FR7630002000001045606957819,CRLYFRPP,Crédit Lyonnais (LCL),845 rue Raymond Chauvet,75146,Rollanddan,FR
entreprise,2022-12-11,AGA Bourdon SARL,30486192500481,SARL,4211Z,06.16.43.14.89,Saint Philippine,83520,388 chemin Vincent Legrand,agabourdonsarl@fakemail.com,FR7611315000003375631982665,CEPAFRPP,Caisse d'Epargne,37 avenue Honore Carpentier,26601,Sainte Matthieu,FR
entreprise,2022-12-11,RSA Pineau SARL,35348140100381,SARL,4120B,06.02.01.41.78,Nicolas,42821,339 boulevard Colette Hubert,rsapineausarl@fakemail.com,FR7610011000007931171517797,PSSTFRPP,La Banque Postale,8 rue Le Roux,15827,Delattreboeuf,FR
entreprise,2022-12-11,RSA Rolland SARL,79637405600672,SARL,4399D,06.72.26.82.69,Saint Elodie,11540,856 chemin de Ramos,rsarollandsarl@fakemail.com,FR7630006000009155685958077,AGRIFRPP,Crédit Agricole,59 avenue Gregoire Perret,21553,Sainte Theophile,FR
entreprise,2022-12-11,RSA Barthelemy Valette SAS,93724386300530,SAS,4299Z,06.94.44.08.38,Sainte Alain,62433,92 boulevard de Fernandez,rsabarthelemyvalettesas@fakemail.com,FR7611808000005543171107607,CMBRFR2B,Crédit Mutuel,66 boulevard Labbe,12442,LefortBourg,FR
entreprise,2022-12-11,RSA Lacombe SARL,67575262000640,SARL,4120B,06.33.58.39.84,BousquetBourg,02447,65 rue Xavier Bodin,rsalacombesarl@fakemail.com,FR7630004000008288147514155,BNPAFRPP,BNP Paribas,35 chemin Elisabeth Daniel,39449,Saint Raymond-sur-Mer,FR
entreprise,2022-12-11,RSA Carlier Fabre SA,13744080600768,SA,4221Z,06.38.02.71.37,Martineau,38610,30 rue Reynaud,rsacarlierfabresa@fakemail.com,FR7612548000004208195850655,AXABFRPP,AXA Banque,4 boulevard de Deschamps,49572,Thierrynec,FR
entreprise,2022-12-11,RSA Valette SAS,73882123000732,SAS,4399C,06.01.00.49.74,Hardy,83538,170 rue de Rossi,rsavalettesas@fakemail.com,FR7630056000002231031215458,CCFRFRCR,HSBC,68 rue Langlois,17390,Reynaud-la-Foret,FR
entreprise,2022-12-11,RSA Vasseur Turpin et Fils SARL,38198641300684,SARL,4120A,06.73.15.81.14,Roux,67125,49 avenue de Pasquier,rsavasseurturpinetfilssarl@fakemail.com,FR7630006000001688347594849,AGRIFRPP,Crédit Agricole,16 rue Rossi,35227,Marechal,FR
entreprise,2022-12-11,RSA Normand SAS,93272321600614,SAS,4120A,06.03.46.48.30,Peron,30301,85 boulevard Maurice Blanc,rsanormandsas@fakemail.com,FR7611315000006666587449427,CEPAFRPP,Caisse d'Epargne,4 rue de Pascal,20918,Lambertnec,FR
entreprise,2022-12-11,RSA Bodin SA,64920778400798,SA,4120B,06.66.55.62.17,Barthelemy,05423,42 rue Adelaide Le Goff,rsabodinsa@fakemail.com,FR7610011000002724101761424,PSSTFRPP,La Banque Postale,95 chemin Penelope Leroux,94904,Saint Francoise,FR
entreprise,2022-12-11,RSA Potier SA,57805069200206,SA,4120A,06.75.94.07.27,LebretonBourg,64656,14 chemin Sophie Fernandez,rsapotiersa@fakemail.com,FR7630056000001409435156547,CCFRFRCR,HSBC,76 avenue Julie Chauveau,26930,Boyernec,FR
entreprise,2022-12-11,RSA Fabre SA,46335149400877,SA,4211Z,06.23.29.14.05,RemyBourg,94982,6 rue Gilbert Bourgeois,rsafabresa@fakemail.com,FR7630006000002658654389165,AGRIFRPP,Crédit Agricole,28 chemin Ines Pierre,24158,Allain,FR
entreprise,2022-12-11,RSA Gonzalez Didier et Fils SARL,84780496000676,SARL,4120A,06.74.84.26.58,Morel,51183,23 boulevard Poirier,rsagonzalezdidieretfilssarl@fakemail.com,FR7630056000003478291984914,CCFRFRCR,HSBC,31 chemin Le Gall,29990,Sainte Nicolas,FR
entreprise,2022-12-11,RSA Martel et Fils SA,58677940700350,SA,4212Z,06.54.71.16.08,Guillotboeuf,72444,4 rue Matthieu Laurent,rsamarteletfilssa@fakemail.com,FR7630001000007516974383996,AGRIFRPP,Banque de France,23 boulevard de Marchand,06233,Neveu,FR
entreprise,2022-12-11,RSA Bonnin SA,59556265300070,SA,4291Z,06.52.46.38.59,Saint Lucasdan,97195,12 rue de Pons,rsabonninsa@fakemail.com,FR7630006000001078453135002,AGRIFRPP,Crédit Agricole,479 rue Charles,70636,Mendes-les-Bains,FR
entreprise,2022-12-11,RSA Delaunay Lefort SARL,91146005300810,SARL,4221Z,06.61.71.56.59,Laurent,72925,27 avenue Courtois,rsadelaunaylefortsarl@fakemail.com,FR7630006000004826158200029,AGRIFRPP,Crédit Agricole,15 avenue de Potier,09757,Deschamps-sur-Dupre,FR
entreprise,2022-12-11,RSA Chartier SA,62596721100040,SA,4120B,06.60.51.76.12,Bonneau-la-Foret,04582,485 chemin Laetitia Gregoire,rsachartiersa@fakemail.com,FR7611315000006355699674936,CEPAFRPP,Caisse d'Epargne,2 avenue de Henry,94953,Chauvinboeuf,FR
entreprise,2022-12-11,RSA Leclerc SA,08924129300029,SA,4291Z,06.14.09.66.81,Herve-sur-Maillard,25506,50 rue Marianne Monnier,rsaleclercsa@fakemail.com,FR7611808000005613005150643,CMBRFR2B,Crédit Mutuel,40 chemin de Sauvage,52101,Guillet,FR
entreprise,2022-12-11,RSA Picard Collin SA,78861501100186,SA,4213B,06.32.06.22.94,Saint Timothee-sur-Mer,77310,505 rue Francois,rsapicardcollinsa@fakemail.com,FR7630001000004281880775593,AGRIFRPP,Banque de France,7 boulevard de Lebreton,83953,Saint Claireboeuf,FR
entreprise,2022-12-11,RSA Duhamel SA,34216787100827,SA,4291Z,06.71.51.19.55,Chauveau-sur-Mer,12745,25 avenue Lucie Toussaint,rsaduhamelsa@fakemail.com,FR7630001000005304583611090,AGRIFRPP,Banque de France,76 chemin Gerard Texier,11692,Durand,FR
entreprise,2022-12-11,RSA Aubert SAS,47589554600095,SAS,4399D,06.74.78.23.36,Rossi-sur-Parent,40280,49 chemin Antoine Loiseau,rsaaubertsas@fakemail.com,FR7630001000006731671973707,AGRIFRPP,Banque de France,3 chemin de Ribeiro,59329,Bruneau,FR
entreprise,2022-12-11,RSA Fournier SA,63215006600637,SA,4213A,06.62.54.86.96,Ollivier,80408,23 avenue Margot Laroche,rsafourniersa@fakemail.com,FR7610011000004893214195553,PSSTFRPP,La Banque Postale,2 chemin Hardy,29102,Saint Nath,FR
entreprise,2022-12-11,RSA Gilles Colin SAS,23294464500265,SAS,4212Z,06.48.06.85.50,Sainte Caroline,29761,68 rue Zacharie Hamon,rsagillescolinsas@fakemail.com,FR7630001000006412843176070,AGRIFRPP,Banque de France,93 rue Michel Ribeiro,82929,Lambert,FR
entreprise,2022-12-11,RSA Auger et Fils SARL,41190961700200,SARL,4213B,06.10.74.92.53,Merle,35829,91 boulevard de Denis,rsaaugeretfilssarl@fakemail.com,FR7630056000008492253838356,CCFRFRCR,HSBC,30 chemin Peron,28258,GaudinVille,FR
entreprise,2022-12-11,RSA Louis SAS,75980246500980,SAS,4291Z,06.38.11.37.07,Saint Arnaude,67147,63 avenue Durand,rsalouissas@fakemail.com,FR7630004000008297403821605,BNPAFRPP,BNP Paribas,20 rue Adrienne Fournier,95525,Lucasboeuf,FR
entreprise,2022-12-11,RSA Henry SAS,11399276200485,SAS,4399C,06.56.53.12.03,Baudry,63829,39 boulevard Delmas,rsahenrysas@fakemail.com,FR7610011000008405736169139,PSSTFRPP,La Banque Postale,93 rue de Guilbert,17152,Godard,FR
entreprise,2022-12-11,AFO Bouvier SARL,95225919000215,SARL,4120B,06.74.91.58.92,Langlois-les-Bains,81147,90 rue Louis,afobouviersarl@fakemail.com,FR7630006000008020785404692,AGRIFRPP,Crédit Agricole,91 rue de Verdier,97441,Descamps,FR
entreprise,2022-12-11,AFO Leleu Allard SA,66782052600792,SA,4213A,06.22.70.90.15,Saint Anouk-la-Foret,01877,47 rue Poirier,afoleleuallardsa@fakemail.com,FR7630004000003555951736207,BNPAFRPP,BNP Paribas,47 rue Pierre Rolland,43557,Saint Tristan,FR
entreprise,2022-12-11,AFO Deschamps SAS,12808016500656,SAS,4399C,06.55.96.79.46,Guillou,37532,30 avenue de Duval,afodeschampssas@fakemail.com,FR7612548000002139728711058,AXABFRPP,AXA Banque,70 chemin de Ferreira,66924,MarchandVille,FR
entreprise,2022-12-11,AFO Labbe Chauvet SAS,69288880300511,SAS,4399D,06.88.47.82.24,Fournierdan,93631,47 rue Bonnin,afolabbechauvetsas@fakemail.com,FR7630002000006745917993951,CRLYFRPP,Crédit Lyonnais (LCL),335 chemin Hebert,60483,Rolland,FR
entreprise,2022-12-11,AFO Besnard SA,52674164000266,SA,4399C,06.27.89.18.45,Begue-sur-Da Costa,03797,569 chemin Caron,afobesnardsa@fakemail.com,FR7630001000009433164892521,AGRIFRPP,Banque de France,91 chemin Pires,10369,Gomez-sur-Mer,FR
entreprise,2022-12-11,AFO Joseph SARL,74083544200410,SARL,4120A,06.65.47.33.08,Weiss,30777,382 boulevard de Camus,afojosephsarl@fakemail.com,FR7630004000009562395269270,BNPAFRPP,BNP Paribas,64 chemin Roussel,82741,Sainte Alexandria,FR
entreprise,2022-12-11,AFO Maillet Gautier SA,05707474200321,SA,4120B,06.50.12.30.91,LegerVille,45806,18 avenue Legendre,afomailletgautiersa@fakemail.com,FR7611315000009919454370449,CEPAFRPP,Caisse d'Epargne,24 avenue Roland Marion,44870,Barbier,FR
entreprise,2022-12-11,AFO Guillot SAS,91111354600368,SAS,4213B,06.90.36.35.74,Roynec,42213,95 chemin Picard,afoguillotsas@fakemail.com,FR7610011000008667341619424,PSSTFRPP,La Banque Postale,87 boulevard David Nicolas,47746,Gauthierboeuf,FR
entreprise,2022-12-11,AFO Ollivier SA,25487438100653,SA,4399C,06.74.03.82.26,Saint Monique-sur-Mer,64710,97 rue Dorothee Lefort,afoolliviersa@fakemail.com,FR7630001000005547279400255,AGRIFRPP,Banque de France,853 rue de Jacob,35855,Sainte Margot-sur-Mer,FR
entreprise,2022-12-11,AFO Samson Rousseau SARL,48650191900220,SARL,4213B,06.25.38.35.77,Robert-sur-Delmas,81203,395 rue de Bailly,afosamsonrousseausarl@fakemail.com,FR7611315000009593457988284,CEPAFRPP,Caisse d'Epargne,45 rue Benjamin Bernard,26436,Saint LucieVille,FR
entreprise,2022-12-11,AFO Charpentier SARL,96461878900884,SARL,4213A,06.72.99.55.51,Pasquier-les-Bains,90588,447 boulevard de Gerard,afocharpentiersarl@fakemail.com,FR7630006000004203380152458,AGRIFRPP,Crédit Agricole,37 boulevard Arnaud,03854,Sainte Rogerdan,FR
entreprise,2022-12-11,AFO Briand Rodrigues SARL,97783954700766,SARL,4221Z,06.20.94.34.38,Boulanger,41937,53 boulevard Chantal Samson,afobriandrodriguessarl@fakemail.com,FR7612548000004585469307803,AXABFRPP,AXA Banque,25 chemin Brun,38706,Charles,FR
entreprise,2022-12-11,AFO Aubert SA,73431597100055,SA,4222Z,06.07.58.36.85,Techer,19231,546 rue Maggie Gay,afoaubertsa@fakemail.com,FR7630002000006675035213978,CRLYFRPP,Crédit Lyonnais (LCL),6 chemin Nathalie Le Gall,05455,Evrard,FR
entreprise,2022-12-11,AFO Nguyen Ruiz et Fils SA,83785661600656,SA,4299Z,06.20.39.69.53,Henrynec,63595,51 avenue Charlotte Duval,afonguyenruizetfilssa@fakemail.com,FR7610107000001925611041201,CCBPFRPP,Banque Populaire,364 chemin Pascal,19186,Gros-sur-Rodriguez,FR
entreprise,2022-12-11,AFO Barbe Legros SARL,09518111100295,SARL,4213B,06.51.61.85.40,Da Silva,26561,47 avenue Lemonnier,afobarbelegrossarl@fakemail.com,FR7611808000005948931921582,CMBRFR2B,Crédit Mutuel,8 rue de Hebert,67331,LegrandVille,FR
entreprise,2022-12-11,AFO Klein SARL,55752607600392,SARL,4213A,06.25.93.51.14,Dumont,78437,66 rue Becker,afokleinsarl@fakemail.com,FR7630004000007432992732583,BNPAFRPP,BNP Paribas,33 boulevard Marques,88998,Leveque,FR
entreprise,2022-12-11,AFO Dumas Turpin SA,62807191200750,SA,4222Z,06.42.94.41.32,Bruneau-la-Foret,87376,92 rue Jeannine Gillet,afodumasturpinsa@fakemail.com,FR7610107000004332102865506,CCBPFRPP,Banque Populaire,846 chemin de Perez,20844,Antoine,FR
entreprise,2022-12-11,AFO Mathieu SA,28658938700682,SA,4399D,06.57.00.71.05,Gerard,42931,54 chemin de Lagarde,afomathieusa@fakemail.com,FR7610107000009653517632162,CCBPFRPP,Banque Populaire,30 rue Leclerc,97266,Bodin,FR
entreprise,2022-12-11,AFO Deschamps SA,21546712700258,SA,4222Z,06.03.25.80.83,Deschampsboeuf,85605,22 chemin Marthe Cousin,afodeschampssa@fakemail.com,FR7630001000001649312733171,AGRIFRPP,Banque de France,7 avenue Lucy Robert,22692,Collet-sur-Leleu,FR
entreprise,2022-12-11,AFO Seguin Germain SARL,71372007600304,SARL,4120A,06.01.42.79.20,Saint Valerie,89869,89 rue Barthelemy,afoseguingermainsarl@fakemail.com,FR7612548000007439334034962,AXABFRPP,AXA Banque,9 rue Maurice Coste,89449,MeyerBourg,FR
entreprise,2022-12-11,AFO Pelletier SAS,33093221100676,SAS,4213A,06.88.21.82.28,Colas,95100,847 avenue Lemaire,afopelletiersas@fakemail.com,FR7630001000003796275832862,AGRIFRPP,Banque de France,3 avenue Patricia Techer,78259,Guillet,FR
entreprise,2022-12-11,AFO Coulon SARL,60327650200680,SARL,4222Z,06.19.41.86.76,Masse,46551,76 chemin Luc Gillet,afocoulonsarl@fakemail.com,FR7610011000005764625683686,PSSTFRPP,La Banque Postale,39 rue Hebert,28143,Moulin,FR
entreprise,2022-12-11,AFO Samson SARL,22355702600182,SARL,4399C,06.32.71.73.31,Berthelot,88125,4 chemin Da Silva,afosamsonsarl@fakemail.com,FR7610107000001009277845820,CCBPFRPP,Banque Populaire,6 boulevard Langlois,28430,BoutinBourg,FR
entreprise,2022-12-11,AFO Lopez SARL,07389472700723,SARL,4212Z,06.65.06.31.72,Sainte Benjaminboeuf,97627,75 rue Martins,afolopezsarl@fakemail.com,FR7630004000008564474724668,BNPAFRPP,BNP Paribas,46 rue Frederic Techer,70468,Becker,FR
entreprise,2022-12-11,AFO Le Roux SA,96517534200660,SA,4212Z,06.08.77.08.83,DevauxBourg,06851,4 boulevard Vincent,afolerouxsa@fakemail.com,FR7630001000003143650310275,AGRIFRPP,Banque de France,257 rue Remy,81402,Saint Thibaut,FR
entreprise,2022-12-11,PAC Martin SARL,16208046900859,SARL,4120A,06.65.80.11.30,Saint Genevieve,90620,1 avenue Rodrigues,pacmartinsarl@fakemail.com,FR7630056000008138322987530,CCFRFRCR,HSBC,64 avenue de Menard,03734,Henry,FR
entreprise,2022-12-11,PAC Lebrun Benoit et Fils SARL,80419318300188,SARL,4291Z,06.25.85.86.09,Peltier,69730,47 rue Laurent Rousset,paclebrunbenoitetfilssarl@fakemail.com,FR7612548000006523766167641,AXABFRPP,AXA Banque,41 rue Dupont,77673,Levydan,FR
entreprise,2022-12-11,PAC Gilles SARL,97820926000535,SARL,4222Z,06.20.80.28.84,Pasquier,84183,68 avenue Pasquier,pacgillessarl@fakemail.com,FR7630006000007071525540687,AGRIFRPP,Crédit Agricole,84 chemin de Gallet,62573,Bertin,FR
entreprise,2022-12-11,PAC Fernandes Pinto SA,91176378700973,SA,4221Z,06.47.25.40.80,Laporte,78106,76 chemin de Pinto,pacfernandespintosa@fakemail.com,FR7612548000002293301624522,AXABFRPP,AXA Banque,37 boulevard Bertrand Lemaire,61555,Gallet,FR
entreprise,2022-12-11,PAC Guerin SAS,07641303800084,SAS,4299Z,06.67.81.33.49,Philippe,22773,66 rue Lefebvre,pacguerinsas@fakemail.com,FR7610107000005199137129117,CCBPFRPP,Banque Populaire,672 rue Margaud Lamy,83338,Saint Oceanenec,FR
entreprise,2022-12-11,PAC Pasquier SA,92359800700402,SA,4299Z,06.30.95.15.09,Sainte Aime-la-Foret,27312,32 chemin Lucie Chauvin,pacpasquiersa@fakemail.com,FR7630004000009659923946818,BNPAFRPP,BNP Paribas,88 rue de Dupuy,64140,Delmas,FR
entreprise,2022-12-11,PAC Boucher Pierre SAS,24249907700103,SAS,4213B,06.98.11.16.68,Duval,16426,36 avenue Samson,pacboucherpierresas@fakemail.com,FR7630004000004233928783519,BNPAFRPP,BNP Paribas,47 chemin Josephine Traore,25583,Sainte Henri,FR
entreprise,2022-12-11,PAC Morel Guyot SARL,90193213700093,SARL,4211Z,06.46.83.40.34,Michel,63580,30 rue de Lefort,pacmorelguyotsarl@fakemail.com,FR7630002000004895163083347,CRLYFRPP,Crédit Lyonnais (LCL),96 avenue Vincent,92624,Saint Pierreboeuf,FR
entreprise,2022-12-11,PAC Besnard SA,26568402700690,SA,4399C,06.77.35.51.07,Saint Audrey,13502,44 boulevard Riviere,pacbesnardsa@fakemail.com,FR7630056000003189455257768,CCFRFRCR,HSBC,67 rue de Thibault,81923,Petitjean-sur-Marchand,FR
entreprise,2022-12-11,PAC Teixeira Guillaume SA,40474924400723,SA,4299Z,06.17.76.09.21,Saint Zoe,15750,80 rue de Roux,pacteixeiraguillaumesa@fakemail.com,FR7630056000003634904430044,CCFRFRCR,HSBC,428 rue Mathieu,85601,Saint Bernadette,FR
entreprise,2022-12-11,PAC Evrard SAS,32667731700496,SAS,4211Z,06.07.50.86.21,De Sousaboeuf,10155,72 avenue Roche,pacevrardsas@fakemail.com,FR7630002000007118055384034,CRLYFRPP,Crédit Lyonnais (LCL),224 chemin de Ribeiro,43336,Saint Eleonorenec,FR
entreprise,2022-12-11,PAC Courtois SARL,61358970400915,SARL,4221Z,06.24.12.04.12,Morel-sur-Maillot,89207,51 boulevard Lucie Riou,paccourtoissarl@fakemail.com,FR7611808000004720793159632,CMBRFR2B,Crédit Mutuel,68 chemin Le Roux,91289,Carre,FR
entreprise,2022-12-11,PAC Dumont SAS,95627096100991,SAS,4211Z,06.44.05.50.14,Benoit,31828,2 chemin Audrey Leclercq,pacdumontsas@fakemail.com,FR7630006000008007429240922,AGRIFRPP,Crédit Agricole,66 rue Bertrand Moreau,18713,Sainte MarieBourg,FR
entreprise,2022-12-11,PAC Pons SARL,40841329200934,SARL,4213A,06.79.07.16.82,LacombeBourg,08232,899 boulevard Louis Boulanger,pacponssarl@fakemail.com,FR7630001000006034582171816,AGRIFRPP,Banque de France,75 avenue Mathieu,70401,Sainte Guy,FR
entreprise,2022-12-11,PAC Lecoq SARL,53905715800666,SARL,4212Z,06.65.46.28.23,Lopes-sur-Jacob,54787,1 chemin Clemence Bonnet,paclecoqsarl@fakemail.com,FR7630002000003442985611657,CRLYFRPP,Crédit Lyonnais (LCL),9 rue de Fabre,86819,Martins,FR
entreprise,2022-12-11,PAC Bouvier Le Roux SARL,10808265200869,SARL,4213B,06.08.66.32.40,Bernier-sur-Leblanc,08556,68 avenue de Gomez,pacbouvierlerouxsarl@fakemail.com,FR7630001000005003863618517,AGRIFRPP,Banque de France,21 avenue de Joly,97351,Sainte Nath-sur-Mer,FR
entreprise,2022-12-11,PAC Navarro Collet SA,22764010900012,SA,4291Z,06.47.32.12.39,Guillet-sur-Poirier,97462,36 rue Andre Fleury,pacnavarrocolletsa@fakemail.com,FR7610011000005567224598682,PSSTFRPP,La Banque Postale,20 chemin Dupuy,48752,Brun,FR
entreprise,2022-12-11,PAC Raymond SARL,59926017100484,SARL,4221Z,06.69.93.12.46,Perrin,21824,14 boulevard de Jacques,pacraymondsarl@fakemail.com,FR7611808000007815761597302,CMBRFR2B,Crédit Mutuel,423 avenue Louis,32895,GayBourg,FR
entreprise,2022-12-11,PAC Marion SA,65720650400075,SA,4213A,06.10.44.50.03,Gimenez-sur-Mer,30295,2 chemin de Garcia,pacmarionsa@fakemail.com,FR7612548000006359392505355,AXABFRPP,AXA Banque,72 chemin de Leconte,79408,Sainte NoelVille,FR
entreprise,2022-12-11,PAC Rousset SARL,66613062000550,SARL,4222Z,06.48.30.04.08,Couturierboeuf,62160,13 chemin Victoire Imbert,pacroussetsarl@fakemail.com,FR7610107000005011427608702,CCBPFRPP,Banque Populaire,984 boulevard de Pottier,02966,Mercier-la-Foret,FR
entreprise,2022-12-11,PAC Francois SAS,61512157100066,SAS,4399C,06.00.46.79.21,Saint Benjaminnec,06124,55 rue de Bonnet,pacfrancoissas@fakemail.com,FR7630001000008440289369135,AGRIFRPP,Banque de France,79 avenue Gilbert Hebert,50347,Verdier-sur-Thomas,FR
entreprise,2022-12-11,PAC Lacombe SAS,06581505200991,SAS,4291Z,06.19.24.69.87,Benard,02368,47 avenue Guillot,paclacombesas@fakemail.com,FR7630056000002854419407288,CCFRFRCR,HSBC,1 chemin Jeannine Techer,04456,SeguinBourg,FR
entreprise,2022-12-11,PAC Jean SAS,10019871200067,SAS,4399C,06.49.75.80.97,Pichon,37424,44 rue Rene Lebon,pacjeansas@fakemail.com,FR7630002000002661523918114,CRLYFRPP,Crédit Lyonnais (LCL),459 rue Brunel,20568,Levy,FR
entreprise,2022-12-11,PAC Albert SAS,57589681600247,SAS,4399C,06.69.26.58.06,Rogerdan,53570,30 avenue de Joseph,pacalbertsas@fakemail.com,FR7630056000002124109496738,CCFRFRCR,HSBC,12 chemin Christophe Daniel,18322,Humbert-les-Bains,FR
entreprise,2022-12-11,PAC Blanc SA,25299681400171,SA,4213B,06.66.21.11.43,Toussaint,59988,69 rue Michele Carpentier,pacblancsa@fakemail.com,FR7630056000003032103077543,CCFRFRCR,HSBC,39 boulevard Margaret Dias,09139,Legrosdan,FR
