type,date_creation,adh_last_name,adh_first_name,adh_birth_date,adh_gender,adh_mail,adh_street_address,adh_postcode,adh_city,adh_telephone,adh_iban,adh_bic_code,adh_bank_name,adh_bank_adress,adh_bank_postcode,adh_bank_city,adh_bank_country_code,ent_company_name,ent_siret,ent_statut,ent_naf,ent_telephone,ent_city,ent_postcode,ent_street_address,ent_mail,ent_iban,ent_bic_code,ent_bank_name,ent_bank_adress,ent_bank_postcode,ent_bank_city,ent_bank_country_code,contrat_sante_code,contrat_sante_date,contrat_prev_code,contrat_prev_date
affiliation,2021-01-01,CBO Cousin,Therese,1966-11-27,FEMALE,therese.cbocousin@fakemail.com,40 avenue de Delorme,90520,Saint Jacques,06.77.93.17.51,FR7630006000003028655353375,AGRIFRPP,Crédit Agricole,4 boulevard Da Silva,79739,Techer,FR,CBO Rey SAS,32108929400714,SAS,4222Z,06.55.24.32.59,Ledoux-sur-Toussaint,71481,84 avenue de Boucher,cboreysas@fakemail.com,FR7610107000008118506413340,CCBPFRPP,Banque Populaire,519 rue Teixeira,23428,Dupre-sur-Mer,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,CBO Bouchet,Margot,1969-02-28,FEMALE,margot.cbobouchet@fakemail.com,74 rue Marion,49363,Hubert,06.38.21.50.74,FR7610107000002985136867027,CCBPFRPP,Banque Populaire,75 chemin Leon Leger,97684,Hebert-sur-Mer,FR,CBO Sanchez Vaillant SAS,60149808200580,SAS,4399D,06.19.86.15.19,LerouxVille,79801,33 chemin Legendre,cbosanchezvaillantsas@fakemail.com,FR7630056000003915939131358,CCFRFRCR,HSBC,967 chemin Marcelle Vasseur,87271,Lambert,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,JMO Richard,Paulette,1975-12-24,FEMALE,paulette.jmorichard@fakemail.com,13 boulevard Dupuy,64214,Schneider,06.48.80.99.09,FR7611808000002257558079290,CMBRFR2B,Crédit Mutuel,47 boulevard Antoine Hoarau,48839,Rodrigues,FR,JMO Gilles SAS,12294501700566,SAS,4222Z,06.75.61.59.07,Marinboeuf,63592,98 rue de Schneider,jmogillessas@fakemail.com,FR7630004000009504966836564,BNPAFRPP,BNP Paribas,62 boulevard Boutin,61105,Delannoy,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,JMO Colin,Veronique,1960-05-30,FEMALE,veronique.jmocolin@fakemail.com,51 rue de Dos Santos,38348,Fabre-sur-Mer,06.92.39.34.85,FR7630001000008522614599587,AGRIFRPP,Banque de France,26 avenue de Bonnet,53191,Sainte Nathalieboeuf,FR,JMO Tessier SAS,89512472500550,SAS,4213A,06.71.65.13.17,Gaudinnec,21463,58 rue Gilbert,jmotessiersas@fakemail.com,FR7612548000001392456625848,AXABFRPP,AXA Banque,39 avenue Daniel Hoareau,94790,Millet-sur-Langlois,FR,,2022-01-01,,2021-01-01
affiliation,2021-01-01,JMO Regnier,Timothee,1997-03-15,MALE,timothee.jmoregnier@fakemail.com,90 boulevard Patrick Poulain,87975,Saint Bertrandboeuf,06.38.57.51.44,FR7630056000002590390782058,CCFRFRCR,HSBC,6 rue Edith Gros,18609,Lefebvre,FR,JMO Marchal SA,83193281900699,SA,4222Z,06.39.39.31.87,CousinVille,97440,208 avenue Monique Aubry,jmomarchalsa@fakemail.com,FR7611808000006758260858033,CMBRFR2B,Crédit Mutuel,174 rue Catherine Perrier,93368,Sainte Henriette,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,JMO Guillaume,Charlotte,1984-10-15,FEMALE,charlotte.jmoguillaume@fakemail.com,32 chemin Georges,55410,Schneider,06.92.29.22.53,FR7630056000005489544533737,CCFRFRCR,HSBC,590 rue Francois,10861,Da CostaBourg,FR,JMO Petit SARL,96384241400814,SARL,4291Z,06.47.94.82.89,Gaillard-sur-Simon,14522,813 boulevard Stephane Boulay,jmopetitsarl@fakemail.com,FR7611315000001085531741767,CEPAFRPP,Caisse d'Epargne,73 rue de Pinto,92389,Faivre-la-Foret,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,JMO Masse,Maryse,1986-05-27,FEMALE,maryse.jmomasse@fakemail.com,39 rue Bailly,65406,Thierry-sur-Mer,06.99.62.59.97,FR7611808000003993814247027,CMBRFR2B,Crédit Mutuel,116 rue Brun,50712,Delahayeboeuf,FR,JMO Gallet Roger SARL,53958539800370,SARL,4399C,06.72.06.72.76,Kleindan,15772,98 rue Millet,jmogalletrogersarl@fakemail.com,FR7630002000008074232399810,CRLYFRPP,Crédit Lyonnais (LCL),19 rue de Dumas,24683,Olivier,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,JMO Baudry,Bernard,1981-05-03,MALE,bernard.jmobaudry@fakemail.com,39 rue Cohen,97672,Klein-les-Bains,06.65.92.87.25,FR7611808000001790710888501,CMBRFR2B,Crédit Mutuel,3 chemin de Lelievre,23470,Robin,FR,JMO Pelletier SARL,93916368900564,SARL,4211Z,06.97.32.72.64,Noel,40157,42 chemin de Laurent,jmopelletiersarl@fakemail.com,FR7630002000005442321192694,CRLYFRPP,Crédit Lyonnais (LCL),95 chemin Grondin,26475,Riviere-sur-Paris,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,JMO Ruiz,Louis,2003-06-16,MALE,louis.jmoruiz@fakemail.com,21 avenue de Ferreira,82457,Toussaint,06.07.95.46.83,FR7630002000004840330403815,CRLYFRPP,Crédit Lyonnais (LCL),85 avenue Leconte,97613,Ferreira,FR,JMO Rey Camus SAS,23078239300378,SAS,4221Z,06.85.96.64.56,Sainte Christiane,82933,728 rue de Dupont,jmoreycamussas@fakemail.com,FR7611808000004731875245411,CMBRFR2B,Crédit Mutuel,30 avenue Coulon,27717,Alexandre-sur-Pascal,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,JMO Marty,Alix,1995-11-23,FEMALE,alix.jmomarty@fakemail.com,50 chemin Charles,93962,Sainte RemyBourg,06.82.57.26.12,FR7612548000004863353527687,AXABFRPP,AXA Banque,57 chemin de Etienne,07168,Barbe,FR,JMO Bonneau Gonzalez SA,36839547100668,SA,4120A,06.13.67.26.22,Bourgeoisdan,27265,34 rue Marc Fernandes,jmobonneaugonzalezsa@fakemail.com,FR7630004000004322119188811,BNPAFRPP,BNP Paribas,8 rue de Delaunay,20930,Brunet,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,JMO Guillet,Bernadette,1959-02-09,FEMALE,bernadette.jmoguillet@fakemail.com,67 boulevard Parent,02905,Etienne,06.60.89.62.88,FR7630002000003324909147950,CRLYFRPP,Crédit Lyonnais (LCL),596 boulevard Moreau,66916,Saint Tristan,FR,JMO Boulanger et Fils SAS,15658474000641,SAS,4222Z,06.03.67.92.35,Sainte Charlotte,66806,1 boulevard Lemoine,jmoboulangeretfilssas@fakemail.com,FR7630002000001465359277804,CRLYFRPP,Crédit Lyonnais (LCL),74 rue Guillot,48548,Lacombe,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,JMO Francois,Nathalie,1995-08-26,FEMALE,nathalie.jmofrancois@fakemail.com,599 avenue Dominique Vincent,70251,CoulonVille,06.09.21.75.53,FR7630004000003822665993744,BNPAFRPP,BNP Paribas,81 boulevard Isaac Fernandez,80250,David,FR,JMO Brunet Lefebvre SA,54009344000431,SA,4399D,06.24.97.26.86,Ruiz,92232,987 avenue de Benoit,jmobrunetlefebvresa@fakemail.com,FR7630006000003394792754526,AGRIFRPP,Crédit Agricole,51 rue Richard,34711,Hernandez,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,JMO Launay,Alain,1982-04-22,MALE,alain.jmolaunay@fakemail.com,96 boulevard Lopes,23196,Saint VeroniqueBourg,06.35.80.27.40,FR7630056000005343652715623,CCFRFRCR,HSBC,86 rue Buisson,28476,Jacob,FR,JMO Aubry SAS,71474168300243,SAS,4213B,06.02.14.69.06,Masson,25355,8 avenue Rolland,jmoaubrysas@fakemail.com,FR7630056000004858045908067,CCFRFRCR,HSBC,84 avenue Dumont,44755,Sainte HenriVille,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,JMO Aubert,Veronique,2000-09-02,FEMALE,veronique.jmoaubert@fakemail.com,94 chemin de Legros,63431,Baudry,06.25.73.26.92,FR7612548000005279492723869,AXABFRPP,AXA Banque,90 avenue de Dos Santos,24167,Moulin-sur-Mer,FR,JMO Techer SARL,44726626300873,SARL,4213A,06.50.67.41.18,Sainte Capucine-la-Foret,42729,40 rue Leon Leduc,jmotechersarl@fakemail.com,FR7630056000002962819956871,CCFRFRCR,HSBC,378 chemin de Royer,07434,Sainte Lucas-la-Foret,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,JMO Charpentier,Margot,1976-11-17,FEMALE,margot.jmocharpentier@fakemail.com,70 rue Amelie Joseph,97454,Guillot,06.75.25.31.08,FR7630006000005117997283688,AGRIFRPP,Crédit Agricole,3 chemin Mathilde Berger,72245,Sainte Mariannedan,FR,JMO Arnaud SAS,25689519400627,SAS,4221Z,06.47.95.25.92,Saint Valerie,18734,40 rue Henri Joubert,jmoarnaudsas@fakemail.com,FR7630001000005898842477395,AGRIFRPP,Banque de France,681 rue de Lucas,93324,Rey-les-Bains,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,JMO Launay,Stephanie,1989-02-26,FEMALE,stephanie.jmolaunay@fakemail.com,78 chemin Dumont,95516,Morin-sur-Robin,06.38.50.25.25,FR7610011000009404248319069,PSSTFRPP,La Banque Postale,72 avenue Therese Legendre,44635,Saint Martin,FR,JMO Henry SAS,77162281800355,SAS,4213A,06.84.29.18.36,Perez,56875,6 avenue de Guibert,jmohenrysas@fakemail.com,FR7612548000008946240057751,AXABFRPP,AXA Banque,29 rue de Roy,72248,Sainte AugusteBourg,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,JMO Hardy,Georges,1967-09-13,MALE,georges.jmohardy@fakemail.com,3 boulevard Aime Barbier,91925,Lefevre,06.30.16.45.16,FR7611315000002316569136384,CEPAFRPP,Caisse d'Epargne,803 rue Noemi Ollivier,06516,Adam-sur-Merle,FR,JMO Poirier et Fils SAS,19193984200867,SAS,4212Z,06.54.75.29.01,Seguindan,73183,90 chemin de Turpin,jmopoirieretfilssas@fakemail.com,FR7611808000001735835385603,CMBRFR2B,Crédit Mutuel,66 chemin Camille Raymond,48806,Carlier,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,JMO Blot,Andree,1987-04-25,FEMALE,andree.jmoblot@fakemail.com,42 rue Olivier Durand,01354,Remy,06.87.35.57.87,FR7630006000003184079250230,AGRIFRPP,Crédit Agricole,9 boulevard Eric Legrand,76159,Deschamps,FR,JMO Chauvet SARL,93454537700384,SARL,4222Z,06.29.31.43.12,Saint JosephBourg,63175,87 rue de Roussel,jmochauvetsarl@fakemail.com,FR7611315000007789454992180,CEPAFRPP,Caisse d'Epargne,64 rue Herve,23447,Saint Laure,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,JMO Guillot,Isaac,2004-02-29,MALE,isaac.jmoguillot@fakemail.com,21 rue Dominique Delmas,50251,Saint Martine,06.61.70.30.96,FR7630004000005332150405931,BNPAFRPP,BNP Paribas,5 chemin de Raynaud,83133,Sainte Margaret,FR,JMO Colas Roy et Fils SARL,56978952200459,SARL,4213A,06.23.77.64.23,Guibert,20323,332 rue de Bailly,jmocolasroyetfilssarl@fakemail.com,FR7611315000003485604768582,CEPAFRPP,Caisse d'Epargne,66 avenue Breton,22269,Regnier,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,JMO Besnard,Edith,1963-08-07,FEMALE,edith.jmobesnard@fakemail.com,20 rue Besnard,63351,Noel,06.95.84.20.74,FR7612548000005965611543878,AXABFRPP,AXA Banque,84 avenue Isabelle Bernard,83532,Barbeboeuf,FR,JMO Pons SARL,48941396300500,SARL,4291Z,06.22.43.12.49,JolyVille,97693,27 rue Alix Tessier,jmoponssarl@fakemail.com,FR7630004000001971005632372,BNPAFRPP,BNP Paribas,700 boulevard Cecile Guyon,92113,Bertindan,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,JMO Albert,Arthur,1975-05-08,MALE,arthur.jmoalbert@fakemail.com,996 boulevard Pereira,06527,Delannoy,06.77.33.82.31,FR7612548000007539285346680,AXABFRPP,AXA Banque,58 boulevard Da Costa,62604,Roy,FR,JMO Jacquot SAS,68622626700199,SAS,4213A,06.79.21.97.15,Saint Agatheboeuf,31178,322 boulevard de Guillon,jmojacquotsas@fakemail.com,FR7611315000001771536893296,CEPAFRPP,Caisse d'Epargne,8 rue de Lucas,97384,Legrand,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,JMO Adam,Thibault,1995-12-09,MALE,thibault.jmoadam@fakemail.com,70 rue Morin,37304,GermainBourg,06.40.24.45.07,FR7611808000004750952184389,CMBRFR2B,Crédit Mutuel,9 boulevard Jeannine Thibault,79801,Reynaud,FR,JMO Breton SA,51102058800311,SA,4120B,06.49.95.96.07,Delannoydan,18406,4 chemin Elise Brunel,jmobretonsa@fakemail.com,FR7612548000008901973037647,AXABFRPP,AXA Banque,37 avenue Levy,97680,Barbe,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,JMO Perret,Theophile,1968-01-13,MALE,theophile.jmoperret@fakemail.com,380 rue Agathe Rey,07933,Dupre-les-Bains,06.95.04.42.39,FR7630001000003975245144609,AGRIFRPP,Banque de France,44 rue Francoise Pages,83275,FrancoisBourg,FR,JMO Laurent SA,19599338100811,SA,4221Z,06.98.92.74.96,Morin,48917,42 boulevard Francoise Thomas,jmolaurentsa@fakemail.com,FR7611315000007773338364289,CEPAFRPP,Caisse d'Epargne,2 rue Zacharie Menard,04859,Lebon-sur-Carpentier,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,JMO Robert,Maggie,1959-11-20,FEMALE,maggie.jmorobert@fakemail.com,89 chemin Tristan Riou,03979,Maury,06.15.55.64.96,FR7630006000006961283122512,AGRIFRPP,Crédit Agricole,44 boulevard Honore Texier,19775,Sainte Margaux-la-Foret,FR,JMO Legendre Delaunay SARL,15316028800509,SARL,4211Z,06.71.96.21.79,Josephdan,37496,719 rue Lucas Baron,jmolegendredelaunaysarl@fakemail.com,FR7610011000007487850635422,PSSTFRPP,La Banque Postale,20 boulevard de Gauthier,70270,Gregoire-la-Foret,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,JMO Duhamel,Therese,1984-05-26,FEMALE,therese.jmoduhamel@fakemail.com,38 boulevard Rodriguez,42624,Techer-sur-Denis,06.29.93.01.55,FR7612548000004719322426235,AXABFRPP,AXA Banque,13 boulevard Helene Raymond,54932,Maurice,FR,JMO Delaunay Couturier et Fils SARL,10029457800438,SARL,4120A,06.13.48.49.13,De Oliveira,56236,4 rue de Cousin,jmodelaunaycouturieretfilssarl@fakemail.com,FR7610011000008078102319595,PSSTFRPP,La Banque Postale,53 rue Danielle Blot,70600,Poirier,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,JMO Bouvet,Stephane,2001-04-01,MALE,stephane.jmobouvet@fakemail.com,3 boulevard William Vallee,55484,Ramos,06.99.48.26.65,FR7630001000004008323532194,AGRIFRPP,Banque de France,8 rue Deschamps,07559,Olivier-sur-Gomes,FR,JMO Weber SAS,82317822300249,SAS,4299Z,06.51.06.64.71,Julien,97312,33 rue Edouard Lemaire,jmowebersas@fakemail.com,FR7612548000007903102602406,AXABFRPP,AXA Banque,7 boulevard Bouvier,16873,Bonneauboeuf,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,JMO Boyer,Clemence,1988-08-03,FEMALE,clemence.jmoboyer@fakemail.com,76 chemin Henriette Morel,49930,Sainte Gabrielle,06.95.27.81.22,FR7630002000009906211601056,CRLYFRPP,Crédit Lyonnais (LCL),25 rue de Valentin,57105,Normand,FR,JMO Blin Grenier SA,37341676700367,SA,4213B,06.46.33.37.36,Brun-sur-Delannoy,62227,88 avenue de Perret,jmoblingreniersa@fakemail.com,FR7630006000005352944189926,AGRIFRPP,Crédit Agricole,41 avenue Lemaire,51481,Chauveau,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,JMO Lacombe,Rene,1992-01-10,MALE,rene.jmolacombe@fakemail.com,82 rue de Legendre,44536,Alves,06.73.06.60.59,FR7630002000004079643150026,CRLYFRPP,Crédit Lyonnais (LCL),685 boulevard de Lemonnier,52123,Launay-sur-Fernandez,FR,JMO Andre Gomez SA,24095240800690,SA,4120B,06.00.89.69.49,Sainte Jeannec,31877,54 rue Dijoux,jmoandregomezsa@fakemail.com,FR7630002000009150615960008,CRLYFRPP,Crédit Lyonnais (LCL),21 avenue de Jourdan,58720,Gros,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,JMO Guillou,Franck,1987-06-09,MALE,franck.jmoguillou@fakemail.com,994 boulevard Clement,60675,Valentin-sur-Fournier,06.65.57.38.20,FR7610107000009424599414343,CCBPFRPP,Banque Populaire,94 boulevard Eleonore Gilles,77681,Chauvinnec,FR,JMO Delorme SAS,44160084800788,SAS,4299Z,06.37.40.96.14,Adam,94746,7 rue Margaux Durand,jmodelormesas@fakemail.com,FR7630056000006798623571294,CCFRFRCR,HSBC,1 chemin Alfred Berthelot,70972,Alvesboeuf,FR,SCSPS-ARCHI,2022-01-01,PCSPS-ARCHI,2021-01-01
affiliation,2021-01-01,JMO Verdier,Vincent,1984-04-04,MALE,vincent.jmoverdier@fakemail.com,840 boulevard de Tanguy,12779,Saint Theophile,06.91.83.56.88,FR7610107000001041555214971,CCBPFRPP,Banque Populaire,57 avenue Philippine Laurent,30821,Saint Eugene-les-Bains,FR,JMO Adam SARL,84157077300793,SARL,4299Z,06.20.10.98.40,Saint Luc,41640,38 rue Augustin Charles,jmoadamsarl@fakemail.com,FR7611808000009267803667953,CMBRFR2B,Crédit Mutuel,20 chemin Dos Santos,36677,Sainte Agnes,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,JMO Marion,Elodie,1966-04-05,FEMALE,elodie.jmomarion@fakemail.com,631 avenue de Bourgeois,67134,Martelboeuf,06.86.68.97.34,FR7612548000001706089241349,AXABFRPP,AXA Banque,36 boulevard Timothee Delmas,12716,Saint Maryse,FR,JMO Blanc SAS,06006129800000,SAS,4212Z,06.85.96.83.53,Ruiz-sur-Pires,25991,94 chemin Frederic Gregoire,jmoblancsas@fakemail.com,FR7630001000005826758055214,AGRIFRPP,Banque de France,720 rue Louise Maillard,33804,Arnaud-la-Foret,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,JMO Masse,Jean,1993-06-08,MALE,jean.jmomasse@fakemail.com,3 rue de Rodrigues,16709,Sainte Frederiquedan,06.41.66.89.35,FR7610107000007034175867406,CCBPFRPP,Banque Populaire,46 rue de Perrin,62909,GrenierVille,FR,JMO Dos Santos SARL,55921312900724,SARL,4221Z,06.10.78.72.13,Martelboeuf,43613,97 avenue Alexandria Gimenez,jmodossantossarl@fakemail.com,FR7630056000002097026529288,CCFRFRCR,HSBC,65 rue de Guyon,28525,Sainte Roger,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,JMO Le Roux,Catherine,2001-10-27,FEMALE,catherine.jmoleroux@fakemail.com,61 rue Bertrand Roger,22358,Leroynec,06.26.49.83.72,FR7630006000007529428181056,AGRIFRPP,Crédit Agricole,49 rue Devaux,54420,Boyer,FR,JMO Briand SA,58027748100322,SA,4120B,06.16.31.60.69,Couturier,54419,34 chemin Nicolas,jmobriandsa@fakemail.com,FR7630002000004159469274709,CRLYFRPP,Crédit Lyonnais (LCL),640 rue Fernandez,64430,Saint Hugues,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,JMO Hamon,Chantal,2001-11-23,FEMALE,chantal.jmohamon@fakemail.com,63 chemin de Georges,80959,Lemoinenec,06.82.53.86.92,FR7630006000002338265150879,AGRIFRPP,Crédit Agricole,92 avenue de Buisson,74674,Boulay,FR,JMO Cousin SAS,16980003400673,SAS,4221Z,06.21.27.72.01,Merle,78352,35 boulevard Legrand,jmocousinsas@fakemail.com,FR7610107000004139776291270,CCBPFRPP,Banque Populaire,15 boulevard Eleonore Lambert,51457,Sainte Arnaude,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,JMO Costa,Gerard,1983-05-06,MALE,gerard.jmocosta@fakemail.com,1 boulevard de Buisson,56180,Gay,06.49.00.14.53,FR7610011000001585137943223,PSSTFRPP,La Banque Postale,3 avenue de Fernandez,22425,BouchetBourg,FR,JMO Cohen SAS,31226511900551,SAS,4212Z,06.70.25.01.22,Saint Xavier-les-Bains,54188,76 avenue Thomas,jmocohensas@fakemail.com,FR7612548000006149734326042,AXABFRPP,AXA Banque,1 rue Chauvet,28114,Saint Luce,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,JMO Legros,Juliette,1982-08-20,FEMALE,juliette.jmolegros@fakemail.com,83 rue Lebreton,07813,Girard,06.19.12.85.32,FR7630002000002476487502068,CRLYFRPP,Crédit Lyonnais (LCL),31 rue Michele Leclercq,59778,Bonnin,FR,JMO Pires SA,42713528000555,SA,4120B,06.05.77.24.53,Jacques,15480,558 rue Daniel Leclerc,jmopiressa@fakemail.com,FR7630004000001413160361591,BNPAFRPP,BNP Paribas,50 rue de Descamps,38329,BeckerVille,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,JMO Lefort,Victoire,1993-09-18,FEMALE,victoire.jmolefort@fakemail.com,46 boulevard Juliette Becker,25992,Saint Sophie,06.41.29.25.18,FR7630056000004753341790737,CCFRFRCR,HSBC,8 avenue de Leroy,89728,Saint Oceane-la-Foret,FR,JMO Sanchez SA,36122319100137,SA,4213B,06.11.15.59.15,Chretien,97382,51 rue Rousseau,jmosanchezsa@fakemail.com,FR7611808000005661369393808,CMBRFR2B,Crédit Mutuel,31 rue de Gosselin,60157,BonneauBourg,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,JMO Lelievre,Maryse,1980-05-24,FEMALE,maryse.jmolelievre@fakemail.com,19 rue de Labbe,83747,MathieuBourg,06.58.92.58.66,FR7630006000001241030600661,AGRIFRPP,Crédit Agricole,242 chemin Audrey Diallo,09486,Boulay,FR,JMO Valentin Delahaye SA,54901735800975,SA,4213B,06.46.54.74.85,Laurent,20623,40 rue de Roger,jmovalentindelahayesa@fakemail.com,FR7612548000008267082278133,AXABFRPP,AXA Banque,10 rue Denis,90594,Antoinedan,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,JMO Chevalier,Edouard,2002-01-20,MALE,edouard.jmochevalier@fakemail.com,13 rue Genevieve Blanc,73146,Sainte Aimenec,06.38.54.03.74,FR7612548000001555254650980,AXABFRPP,AXA Banque,59 boulevard Peron,75191,Saint Julietteboeuf,FR,JMO Lacombe SA,82984591600255,SA,4213A,06.15.79.91.32,Navarro,27855,32 boulevard de Lecoq,jmolacombesa@fakemail.com,FR7630056000009705524678538,CCFRFRCR,HSBC,99 rue de Jacquot,73143,Barthelemydan,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,JMO Hubert,Marcel,1971-07-21,MALE,marcel.jmohubert@fakemail.com,810 rue de Martel,46471,Levy-sur-Mer,06.38.32.91.21,FR7630001000004199119529656,AGRIFRPP,Banque de France,40 chemin Charles Martineau,02474,Saint MargaretBourg,FR,JMO Pottier Vaillant SARL,97979252000327,SARL,4399D,06.34.22.64.53,Delattre,92537,27 avenue de Legros,jmopottiervaillantsarl@fakemail.com,FR7612548000003310430447266,AXABFRPP,AXA Banque,25 avenue Moreno,83949,Regnier,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,JMO Gay,Genevieve,1980-10-22,FEMALE,genevieve.jmogay@fakemail.com,57 rue Astrid Andre,42100,Berger,06.40.61.77.86,FR7612548000005995625598352,AXABFRPP,AXA Banque,82 chemin de Munoz,81285,Sainte Valerie,FR,JMO Guillaume SAS,85314157000590,SAS,4399C,06.90.93.98.82,Saint Georges,15748,34 chemin de Perrier,jmoguillaumesas@fakemail.com,FR7612548000007665488507732,AXABFRPP,AXA Banque,81 chemin de Payet,69523,Chauvin-sur-Jourdan,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,JMO Martins,Patrick,2000-06-04,MALE,patrick.jmomartins@fakemail.com,789 boulevard Dupuis,33904,Francois,06.93.48.96.55,FR7610011000005053188556893,PSSTFRPP,La Banque Postale,8 boulevard de Leger,97693,Saint Zoe,FR,JMO Martinez SA,99313582100391,SA,4399D,06.50.19.48.13,Daniel-la-Foret,52789,49 avenue Zacharie Valentin,jmomartinezsa@fakemail.com,FR7610011000005196755596474,PSSTFRPP,La Banque Postale,18 avenue Gabrielle Renault,16378,Sainte Madeleinedan,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,JMO Bodin,Pierre,1990-03-16,MALE,pierre.jmobodin@fakemail.com,22 chemin de Antoine,59894,Bouvetdan,06.82.29.60.95,FR7630002000002458031283938,CRLYFRPP,Crédit Lyonnais (LCL),93 chemin Renaud,51993,Millet-sur-Teixeira,FR,JMO Picard SA,99634353900382,SA,4221Z,06.85.01.88.27,Renault,57639,27 avenue Thomas Gauthier,jmopicardsa@fakemail.com,FR7612548000002992696483973,AXABFRPP,AXA Banque,24 rue Denise Martinez,47676,Legros,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
affiliation,2021-01-01,JMO Mary,Nathalie,1978-12-30,FEMALE,nathalie.jmomary@fakemail.com,41 rue Renee Bernier,82665,Coulon-sur-Boulanger,06.38.10.45.73,FR7630002000004629968864601,CRLYFRPP,Crédit Lyonnais (LCL),9 rue de Meyer,69664,Sainte Nath,FR,JMO Garcia SA,32179355600523,SA,4120A,06.57.36.09.43,Mauricedan,11575,89 boulevard Muller,jmogarciasa@fakemail.com,FR7611315000009234817635653,CEPAFRPP,Caisse d'Epargne,872 boulevard Maurice,91942,Guichard,FR,SCSPS-IMMO,2022-01-01,PCSPS-IMMO,2021-01-01
